DateTime,AddedIPs,RemovedIPs
1610683687,7,26
1610684136,78,60
1610684425,17,7
1610684855,60,47
1610685577,59,44
1610686376,77,54
1610687016,86,56
1610687736,61,62
1610688302,12,3
1610688696,66,64
1610689416,46,66
1610690203,71,62
1610690688,3,0
1610691096,76,70
1610691816,65,47
1610692099,16,12
1610692536,70,51
1610693255,74,54
1610693976,51,58
1610694696,48,60
1610694978,20,25
1610695416,62,57
1610696136,70,77
1610696856,81,48
1610697575,69,48
1610697869,19,10
1610698364,105,83
1610699016,70,54
1610699839,69,66
1610700456,115,75
1610701176,105,87
1610701444,1,0
1610701704,23,7
1610701896,93,61
1610702616,82,51
1610703336,52,60
1610703646,13,13
1610704056,79,55
1610704775,51,50
1610705609,73,55
1610706216,59,68
1610706936,65,56
1610707474,22,0
1610707655,66,45
1610708376,54,54
1610709096,1100,84
1610709816,50,55
1610710339,11,16
1610710536,64,36
1610711256,45,59
1610712304,96,70
1610713009,78,78
1610713656,64,57
1610714198,5,14
1610714376,50,57
1610715096,60,49
1610715816,145,57
1610716159,15,13
1610716536,62,37
1610717256,73,50
1610718092,73,61
1610718696,881,47
1610719416,35,69
1610719952,17,13
1610720137,47,54
1610720856,67,59
1610721576,58,53
1610721866,16,13
1610722296,58,39
1610723017,56,68
1610723847,88,46
1610724456,39,42
1610725176,45,47
1610725699,11,0
1610725898,51,70
1610726616,75,52
1610727337,68,58
1610727669,23,16
1610728056,60,56
1610728776,47,60
1610729572,91,69
1610730216,44,71
1610730936,49,82
1610731475,15,12
1610731657,35,50
1610732376,30,46
1610733097,43,54
1610733383,11,11
1610733817,51,52
1610734336,1,0
1610734536,50,38
1610735345,57,62
1610735977,69,40
1610736696,39,68
1610737240,10,0
1610737416,39,60
1610738136,53,48
1610738856,45,55
1610739576,42,48
1610740103,8,19
1610740297,36,31
1610741016,51,42
1610741736,49,41
1610742019,8,12
1610742249,21,4
1610742456,35,45
1610743176,43,42
1610743992,53,56
1610744616,64,36
1610745124,1,0
1610745336,54,41
1610745862,6,9
1610746056,60,38
1610746776,71,58
1610747840,61,55
1610748456,47,42
1610749176,48,41
1610749730,10,9
1610749897,37,41
1610750616,42,21
1610751337,65,29
1610752056,47,42
1610752571,10,12
1610752776,52,38
1610753497,34,44
1610754217,78,39
1610754529,6,7
1610754937,64,38
1610755656,87,29
1610756457,52,45
1610756888,12,5
1610757097,30,38
1610757816,47,46
1610758350,8,6
1610758537,60,46
1610759256,45,56
1610759976,53,69
1610760274,4,3
1610760697,41,53
1610761416,25,32
1610762237,62,42
1610762856,48,42
1610763577,47,57
1610764118,0,7
1610764296,37,49
1610765016,65,40
1610765736,93,52
1610766039,11,9
1610766456,50,36
1610767176,30,36
1610767989,53,48
1610768617,46,46
1610769336,74,37
1610770056,54,36
1610770883,57,82
1610771565,44,52
1610772217,46,41
1610772760,10,5
1610772937,51,52
1610773656,63,71
1610774376,56,47
1610775096,77,37
1610775646,7,12
1610775817,63,26
1610776536,59,40
1610777256,61,51
1610778042,47,43
1610778505,10,15
1610778696,42,48
1610779416,61,71
1610780136,71,55
1610780450,3,15
1610780856,46,49
1610781576,78,47
1610782297,49,49
